Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
ZBED8	63920	0.000139478883364494	1.52334537383331e-06	-1.13650897627778
ZNF286B///ZNF286A	729288///57335	0.00014165346295452	1.55147816855605e-06	-1.71574562744445
ZNF687	57592	0.00014392613482539	1.58242776289041e-06	1.01371230877777
TRAK2	66008	0.00014392613482539	1.58610598435675e-06	2.20711022272222
BEX1	55859	0.00014392613482539	1.58972897288649e-06	-3.58901197238889
FAM21A///FAM21C	387680///253725	0.000144547728400102	1.60106700805162e-06	0.886049311388891
		0.000145296451436031	1.61385557580319e-06	-2.48748569061111
AZU1	566	0.000146005806156491	1.62625197909523e-06	2.51060016705555
RAB31	11031	0.000146091032911825	1.63172126113575e-06	3.36429058322222
IGF1R	3480	0.000148627446349144	1.66464947181059e-06	-2.54862501816667
CFP	5199	0.000151398133416156	1.70036578169192e-06	1.88211710655555
PLPP6	403313	0.00015160089671509	1.7073335108534e-06	1.46949745044444
AAK1	22848	0.000153321107917172	1.73145027659317e-06	1.51462877177778
HIBADH	11112	0.000153769415048884	1.74127056427374e-06	-1.21818041688889
ANXA2R	389289	0.000154423087828269	1.75345048831951e-06	-2.02989052505555
WDR49	151790	0.000154890331288782	1.76354821677151e-06	-2.34134118194445
		0.000154978697955153	1.76934932537519e-06	-1.59838860894444
ADRB2	154	0.000156802877268199	1.79502690477503e-06	1.59447511888889
MS4A6A	64231	0.000165466546701735	1.89932517020957e-06	3.70557192588889
VIP	7432	0.000165920260725711	1.9096666869826e-06	-0.881381238166667
LILRA2	11027	0.000167084269918654	1.92823342964816e-06	2.34488984922222
ZNF521	25925	0.000168187461218	1.94616845071414e-06	-3.543642977
CSF1R	1436	0.000173391048324875	2.01174602029108e-06	3.00044622072222
MIR27A	407018	0.000174793807481009	2.03342939924072e-06	-2.30290469633333
FANCL	55120	0.000174878360051409	2.03982369788624e-06	-1.77714703222222
CTSD	1509	0.000175830903708177	2.05637454291918e-06	1.57278544566667
SRGAP2	23380	0.000180083175863737	2.1116773507118e-06	2.00176546088889
NOG	9241	0.000182065510795647	2.14055549340509e-06	-2.43428025205556
		0.000183798304751745	2.16661471211951e-06	1.89842675966667
		0.000186770597911487	2.20846942560099e-06	-1.61667329772222
SAMD13	148418	0.000186770597911487	2.21320933758545e-06	-1.38874508177778
NABP1	64859	0.000189867612586138	2.25578302753866e-06	1.53140972694445
CLEC12A	160364	0.00019061490556869	2.27157501205258e-06	3.70896124572222
CRYGD	1421	0.00019061490556869	2.27645659322156e-06	-1.42967830122222
ZNF132	7691	0.000191630225356456	2.29451122220687e-06	-1.48399778555555
CDC14B	8555	0.00020464970437646	2.45673355707022e-06	-1.22227304016667
FAM27B///FAM27C	100133121///100132948	0.000205757612407449	2.47639959241663e-06	-1.63910987222222
OPA3	80207	0.000206265252259451	2.48889107333269e-06	0.85482777538889
		0.000207200012590454	2.51932718642895e-06	0.914944239999999
TVP23C-CDRT4///CDRT4	100533496///284040	0.000207200012590454	2.52144478705585e-06	-1.51203278416667
FGF16	8823	0.000207200012590454	2.53207934647199e-06	-1.34312742911111
PFDN2	5202	0.000207200012590454	2.5321432334801e-06	0.860047912444449
ASAP1	50807	0.000207200012590454	2.54179506804432e-06	2.51437884044444
CTSB	1508	0.000207200012590454	2.5420392554664e-06	1.99860606938889
RNASE2	6036	0.000207200012590454	2.55051899237907e-06	3.5567829595
SP3	6670	0.000207200012590454	2.5514558649485e-06	0.907481105888889
C2orf27B///C2orf27A	408029///29798	0.00020768283087108	2.56382690874542e-06	-1.45640062466667
PIWIL4	143689	0.000207696836297886	2.57042586922294e-06	2.09453480677778
MPPED2	744	0.000210704901892097	2.61417238509734e-06	-2.66123114788889
FAM30A	9834	0.000212335953027916	2.64097809836399e-06	-2.55620161477778
SGSH	6448	0.000218970057728034	2.73026618187549e-06	1.61749547827778
ABCB1	5243	0.000219870606130429	2.74829754267174e-06	-2.67723183372222
BSG	682	0.000224518669359441	2.81559042527463e-06	1.44637750205556
ST6GALNAC4	27090	0.000224518669359441	2.82028958757257e-06	1.6624610105
		0.000225629133686679	2.84489664881908e-06	-1.19643807877778
MILR1///MILR1	284021///284021	0.000225629133686679	2.84820044380325e-06	2.11339342566667
GABBR1	2550	0.000226117209776441	2.86135759408943e-06	-2.12202350205556
GABPB2	126626	0.000228152987871707	2.8941779346988e-06	1.43849432327778
KIAA1324L	222223	0.000229108785920268	2.91726605383906e-06	-2.26127340783333
		0.000229108785920268	2.93493400732423e-06	-1.63345542577778
MKI67	4288	0.000229108785920268	2.93812454010671e-06	2.74982960461111
BSPRY	54836	0.000229108785920268	2.94514630903527e-06	-1.55667842666667
HMGCS1	3157	0.000229108785920268	2.9462746876337e-06	-1.71890606994445
PLXNB2	23654	0.000229108785920268	2.94883372862324e-06	1.33302122966667
MEG3	55384	0.000229287323384126	2.95822573098544e-06	-2.15613275522222
USF1	7391	0.000229420481034981	2.96704189451508e-06	1.17643673244445
GFI1	2672	0.000230934759806363	2.99377074839474e-06	2.04045550205556
IGKC	3514	0.00023168922596361	3.01071980770138e-06	4.03329194444444
FCGR2C///FCGR2B	9103///2213	0.000232137703727665	3.02663959833105e-06	3.59021757611111
ZNF592	9640	0.000232137703727665	3.03091213059851e-06	1.08521865694444
TMEM9	252839	0.000234884339507069	3.07404089017946e-06	-1.21182101005556
CCDC171	203238	0.000238400374979194	3.12743290712473e-06	-1.8997661405
LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10	727751///401634///388152///84559///80154	0.000241039914245346	3.16951714223792e-06	-3.22493782172222
CD4	920	0.000241347362936947	3.18102709109061e-06	2.34849272422222
		0.000243739444685759	3.22009662079821e-06	1.99124891561111
SLC35E2B	728661	0.00024409065751358	3.23228864873649e-06	-0.994040734500001
TBC1D1	23216	0.00024451317653268	3.25096469119505e-06	0.9520107625
CASP10	843	0.00024451317653268	3.25316153006872e-06	-1.36277405388889
TOP2A	7153	0.00024451317653268	3.26057916170864e-06	2.73118628144445
GPR160	26996	0.000247074955483357	3.30630996788584e-06	2.006455923
		0.000247074955483357	3.31002926036613e-06	1.57675684166667
		0.000251378824408599	3.37546517104458e-06	-1.3914991585
PTP4A2	8073	0.000253484117488954	3.4155208036363e-06	1.20237250211111
ZNF474	133923	0.000253484117488954	3.41942004347589e-06	-1.3474082765
AMT///AMT	275///275	0.000256445104424107	3.47048540436281e-06	-1.26786705588889
ANLN	54443	0.000256445104424107	3.47523145130902e-06	2.30175186833333
MYOF	26509	0.000258505503726781	3.51115114433517e-06	3.1709138235
FAM84B	157638	0.000260423217548143	3.54525589310922e-06	-1.2616876105
		0.000266926462275603	3.64204603395751e-06	1.08374350533334
PP13439	100128046	0.000267763993606803	3.66175815024927e-06	2.12949352822222
SLC37A3	84255	0.00027000957849639	3.70082123925314e-06	-2.20863078338889
		0.000271915855650103	3.73536214562191e-06	2.08680710111111
BEX3	27018	0.00027357047491237	3.76655615036677e-06	-2.46440806983334
MRC1	4360	0.000275182672612949	3.79726716331102e-06	2.92211890077778
MRPS33	51650	0.000276397837159768	3.82258696235935e-06	-1.58332885905556
INSIG1	3638	0.000279137721720694	3.87326371435068e-06	-1.69070982038889
CFD	1675	0.000279137721720694	3.87954406009869e-06	2.97748055883333
OR6A2	8590	0.000279137721720694	3.88638887331185e-06	-0.877073559444444
		0.000281775591033464	3.93183353101984e-06	-1.09607163283334
SLC29A2	3177	0.000282333814171169	3.94835815740133e-06	-1.18231716661111
		0.000282864194751934	3.96452709453997e-06	-2.00396887266667
PHOSPHO2-KLHL23///PHOSPHO2///KLHL23	100526832///493911///151230	0.000283549071929888	3.98289900238759e-06	-1.49626770644444
		0.000284577206876765	4.00614551310071e-06	-2.64870414205555
RASSF2	9770	0.000287676914593803	4.06683064018763e-06	1.67073387516667
		0.000287676914593803	4.08241253025775e-06	-1.78053967783333
AP2A1	160	0.000287676914593803	4.08546322203749e-06	1.43317678661111
		0.000287676914593803	4.09096899260829e-06	3.35750454777778
TRIM38	10475	0.000287676914593803	4.09428485236068e-06	1.36047518133334
		0.000289087780446718	4.12330889471047e-06	-1.03837823194445
		0.000292421013943613	4.17989877918224e-06	-1.87882629305556
CD86	942	0.000296919419823471	4.25338607649104e-06	3.31197186872222
ADAM22	53616	0.000297264634824483	4.26752855909657e-06	-1.71354529133333
HSPG2	3339	0.000299476280116803	4.30854460735476e-06	-1.21210236516667
		0.000303368757764202	4.37393153423836e-06	-1.69690921722222
PAG1	55824	0.000304313969333472	4.40021012382002e-06	1.6437407755
TCEB3	6924	0.000304313969333472	4.40639019981018e-06	1.14722194022222
DENND1A	57706	0.000304614764775589	4.42017031279204e-06	1.11044696333333
TTTY10	246119	0.00030610631648737	4.45128457501513e-06	-3.11862802972222
ZDHHC15	158866	0.000315775986629447	4.60166732781998e-06	-1.87173027388889
WBP2	23558	0.000316017260891938	4.6229860825581e-06	1.2423639235
EPHX2	2053	0.000316017260891938	4.62473823216753e-06	-1.09703464516667
IFT172	26160	0.00032951505260811	4.83246604177606e-06	-1.27376924283333
		0.000332144022488286	4.88129732006855e-06	-1.44696765805556
GBF1	8729	0.000332928779498726	4.90313106158205e-06	0.891458653444446
AAK1	22848	0.000347374316496593	5.12662197855496e-06	1.57323737294445
CHRDL1	91851	0.000348578740020958	5.15518200952996e-06	-2.01708026005556
ITGAX	3687	0.000353176965215697	5.23411300202094e-06	2.326049011
LINC00893	100131434	0.000355875167967787	5.28511124731716e-06	-2.26237486038889
IL10RA	3587	0.000357179242715978	5.320680343796e-06	2.77917004722222
PTPRE	5791	0.000357179242715978	5.32658008691258e-06	1.92101409811111
ACAT1	38	0.000357770309088175	5.34646388693384e-06	1.68014988422222
ID1	3397	0.000361662935749818	5.41582441455747e-06	-1.8779929025
REP15	387849	0.000364438093788295	5.46865738954002e-06	-0.759511294222222
GNAI2	2771	0.000367503968852302	5.52603350336372e-06	1.32951091855556
		0.000376514919396403	5.67977452284356e-06	-1.22468579933333
PRR15	222171	0.000376514919396403	5.68482660392453e-06	-1.85142842372222
BBS9	27241	0.000384396412888807	5.81571875568907e-06	-1.69353604155555
TBC1D8	11138	0.000386251074870163	5.85572929941461e-06	1.809559816
ZNF667	63934	0.000392690523374618	5.96550375845232e-06	-2.17359277483333
NUDT10	170685	0.000395706586392275	6.03360559466765e-06	-1.40316618244444
KIF11	3832	0.000395706586392275	6.03580789862293e-06	2.18479345711111
ZNF706	51123	0.000397982543507416	6.08283705617597e-06	-1.66698266577778
SLC36A1	206358	0.00039945442857688	6.11769258827251e-06	1.27001426033333
		0.000404674433498568	6.21015807107731e-06	1.69578288166667
ATL1	51062	0.000409177140804079	6.29191667892786e-06	-1.59703609172222
DAGLA	747	0.000419583127980302	6.46703507373988e-06	1.10819777922222
LINC01560	203414	0.000419583127980302	6.4778930374113e-06	-1.86685597716666
		0.000420195776397308	6.50035234672981e-06	1.92477797183333
HOOK1	51361	0.000421593165474071	6.5350136413635e-06	-1.44963424888889
CD1D	912	0.000432173760862763	6.71239218938482e-06	2.00386005672222
		0.000435947122868497	6.79080975059487e-06	1.173731674
LINC00173	100287569	0.000435947122868497	6.79797499847537e-06	-1.44580727505555
		0.000436263806586797	6.81641107411071e-06	-1.53962878366667
		0.000437694272092962	6.85230350790628e-06	2.89121421644445
MAGED2	10916	0.000446312128198252	7.00102871187505e-06	-1.64959955061111
HAL	3034	0.000446393085225714	7.01610987576692e-06	2.29264791272222
NICN1	84276	0.000447439799399259	7.04640505845187e-06	-1.12080106911111
FRMD6	122786	0.000447898578833371	7.06748786253579e-06	-0.969298003166666
TTC39B	158219	0.000453231590534345	7.16566142022371e-06	-2.05355357033333
CCDC59	29080	0.000458450270368333	7.26235383894639e-06	1.95408188455556
AQR	9716	0.000459087272364118	7.30388871268475e-06	0.902652672833334
FAM53B	9679	0.000459087272364118	7.3111184651252e-06	1.02006561394445
		0.000459087272364118	7.31505662781229e-06	-1.51541335077778
MYO9B	4650	0.000459780227430673	7.34032354674135e-06	1.13478552488889
ABHD5	51099	0.000461267692518375	7.37834216243309e-06	2.07846546455556
C6orf141	135398	0.000465969717228047	7.4679717064487e-06	-1.14540609316667
FAM27E2///FAM27E3	100289124///100131997	0.000466267357213616	7.48716804535338e-06	-2.089965677
PLOD1	5351	0.000467541425129855	7.52209217126712e-06	1.17963436827778
OR51I1	390063	0.00047154721368944	7.60112924514088e-06	-0.925793643
BHLHB9///BHLHB9	80823///80823	0.000472409743848244	7.62964902969535e-06	-1.47041262211111
		0.000472481968729299	7.6454339174352e-06	-1.628417789
BROX	148362	0.000484359565115906	7.85261632129992e-06	1.15475047527778
ABCA5	23461	0.00049081754477161	7.97250119133367e-06	-2.37191713194444
		0.000493763534977038	8.03563068586745e-06	2.14425033938889
RAB13	5872	0.000503180501743951	8.20445296924793e-06	-1.45463681916667
IGHM///IGHV3-48///IGHV3-69-1	3507///28424///28402	0.00050760512363346	8.2923023816858e-06	4.06110081066667
		0.000509930209240785	8.34606233372652e-06	-1.30980060294444
HBEGF	1839	0.000510613064697312	8.37303685806674e-06	3.49774751033334
		0.000522402648302744	8.60368255282479e-06	-1.27599994977778
		0.000522402648302744	8.61074952438538e-06	-0.64523912
SUCLG2	8801	0.000522402648302744	8.61485138285829e-06	2.36760007977778
LOC100131826	100131826	0.000525132249853947	8.67611216924005e-06	-2.32514535994444
SLC7A5	8140	0.000531112953066002	8.7913563902822e-06	2.03721114205555
		0.000533597965066075	8.84899938972854e-06	0.993081121666668
LUC7L	55692	0.000543269974528877	9.02620513975455e-06	-0.994346691333331
TMEM67	91147	0.000547176685837108	9.10804297454794e-06	-1.80232551894445
EPB41	2035	0.000548529904305377	9.14753932182167e-06	1.71967893072222
C10orf54	64115	0.000553066331776233	9.24030256363249e-06	1.498466463
LINC00526	147525	0.000555750426429198	9.30234153331259e-06	-1.10053141122222
RAB44	401258	0.000560905059273824	9.40597574723594e-06	1.839869198
LAPTM4B	55353	0.000565417970493148	9.49914785983662e-06	-3.12904700455555
LRPAP1	4043	0.000579469726284338	9.7576926063414e-06	1.79526527561111
SLC39A11	201266	0.000579469726284338	9.77107765307274e-06	1.34696516855556
MICU3	286097	0.000585294436660284	9.88740331105211e-06	-2.15458485677778
LRBA	987	0.000585378793603324	9.90693976365268e-06	-1.72984880577778
HK2	3099	0.000585737580217761	9.93113436958426e-06	1.67536684672222
CCDC181	57821	0.000586764607955053	9.96670182752155e-06	-0.846119705111112
		0.000599403887944825	1.02143505805907e-05	-1.37952014583333
		0.000599403887944825	1.02184815524767e-05	-2.07340232288889
CIT	11113	0.000616657429103499	1.05316945906727e-05	1.69981722983333
CCNA1	8900	0.00061674186321185	1.05522183829756e-05	2.37738469038889
SLC30A4	7782	0.000620902230892216	1.06426111789328e-05	-1.18619250355556
AVP	551	0.000622517273328335	1.06895543670439e-05	-1.17085889777778
BAG4	9530	0.000628838847393228	1.08175613115508e-05	1.15461404844445
TMEM232	642987	0.000634982573497036	1.09428945093855e-05	-1.47732153044445
SRGAP2C///SRGAP2B///SRGAP2	653464///647135///23380	0.000636556592911839	1.09897150102041e-05	1.73025669966666
MIRLET7D	406886	0.000636762505867227	1.1012971157445e-05	-1.48014251522222
		0.000643251344025158	1.1157906052472e-05	-1.91266573883334
ESPL1	9700	0.000643251344025158	1.11650012065875e-05	1.53050584522222
ATG3	64422	0.000643816102491655	1.11947232325828e-05	0.97285798716667
ZNF165	7718	0.000644997976681405	1.1235229753771e-05	-1.44780628372222
ABCG1	9619	0.000646992027344652	1.12899818515016e-05	-1.36273458827778
RGAG4	340526	0.0006655811483197	1.16349540175313e-05	-1.45323934988889
SIRPB2	284759	0.000669456568852287	1.17234125791403e-05	2.208130454
EGLN3	112399	0.000682798617231752	1.19781818622692e-05	-1.41089528261111
MECOM	2122	0.000687290718235595	1.20782503003564e-05	-2.74199823638889
		0.000687534298757981	1.21038029761855e-05	-1.861654307
PGK1	5230	0.000687873493822578	1.21310569437477e-05	0.799327922888892
DOK2	9046	0.000692870591833798	1.22406208946845e-05	2.13927399211111
ADAP2	55803	0.000694920009905218	1.22983275785336e-05	2.22482165972222
OR52N5	390075	0.000696343757453194	1.23630486670785e-05	-0.890980241833334
TNFSF4	7292	0.000696343757453194	1.23666135570723e-05	-2.19186435444445
FAM69B	138311	0.000699381555188041	1.24629433160867e-05	-1.19485067622222
GZMK	3003	0.000699381555188041	1.24638400974076e-05	2.68243799038889
RECQL4	9401	0.00070251077222276	1.25413420244588e-05	1.05769170155556
		0.000704389244916842	1.25966703864959e-05	-2.899090683
PMM2	5373	0.000704935491593985	1.26282494239942e-05	1.44386641205556
CPEB4	80315	0.000706819393375606	1.26838664694116e-05	1.92192841188889
ZBED5	58486	0.000721008014434333	1.29607888489325e-05	-1.24905022377778
CD2	914	0.000728264092639196	1.31221840831176e-05	2.05363835233333
PYGB	5834	0.000728264092639196	1.3136288048286e-05	0.999653853555556
CDCP1	64866	0.000733845149723865	1.32596629881111e-05	-2.00833890572222
PRKCZ	5590	0.000742938250402295	1.34469501712615e-05	-1.05897625533333
		0.000743157143039425	1.34933231108786e-05	1.83523975788889
TLR4	7099	0.000743157143039425	1.34968980837271e-05	2.76761840055556
TMEM91	641649	0.000745349509100183	1.355977572943e-05	-1.36233136305555
FAM101B	359845	0.000745566815012007	1.35867966350692e-05	1.47626628094445
THBS3	7059	0.000745706259954624	1.36241687287996e-05	-1.44935700216667
KIF5A	3798	0.000745706259954624	1.36422174100441e-05	-0.997788467055555
		0.000745706259954624	1.36585534449162e-05	-1.62336940927778
ANXA11	311	0.00074756375942697	1.37245147689572e-05	0.795673780499996
LINC00965///LINC00965	349196///349196	0.00074756375942697	1.3738834599784e-05	-2.14255131616667
ZKSCAN1	7586	0.000758153903867388	1.39569188082391e-05	-1.50767257766667
DENND1C	79958	0.00077055590348518	1.42097180218127e-05	1.0375351855
PPP1CA	5499	0.00077055590348518	1.42329096989775e-05	1.05185769366667
PIR-FIGF///PIR	100532742///8544	0.000771670326380845	1.42773693628212e-05	-1.60492743888889
MRPS15	64960	0.000778994874303704	1.44369892549092e-05	1.456075627
		0.000787441396525349	1.46178904710625e-05	-3.03881665016667
ERMP1	79956	0.000793294399070433	1.47510885752709e-05	-1.54467590066667
BAALC	79870	0.000794563903590794	1.47992781770879e-05	-2.69842007927778
TMEM214	54867	0.000827354124131731	1.54356157560544e-05	0.779600319166668
ALOX5AP	241	0.000833420231126624	1.55954357576278e-05	3.33931982611111
BRCA1	672	0.000833420231126624	1.5600360132162e-05	1.51162912616667
HFM1	164045	0.000839176150480405	1.57340660001586e-05	-0.842400243
		0.000840034604085085	1.57761518727653e-05	-1.19244376138889
SNORD115-27	100036564	0.000852060273197596	1.60283606975074e-05	-0.697625053722223
NRIP1	8204	0.000858520209251373	1.61764427905723e-05	-1.85763941611111
DPYSL3	1809	0.000861324325360568	1.62559276776692e-05	-2.014642395
E2F4	1874	0.000863412345229775	1.63220489135668e-05	1.11878075316667
SLC23A1	9963	0.000865051137338262	1.63797932010463e-05	-0.924381045111109
JAKMIP2	9832	0.000871588175374461	1.65305390150226e-05	-2.35246024205556
SULF2	55959	0.000888710608203372	1.68827794139064e-05	2.69112900305555
NPR3	4883	0.000894893462891269	1.70279223934324e-05	-2.50704473538889
SCAI	286205	0.000899462086238182	1.71426826250029e-05	-1.37251325583333
SAR1B	51128	0.000911762348967844	1.74053206680845e-05	0.973414611888891
CASP1	834	0.000912038695248215	1.74388141970668e-05	2.01081680783333
HBA2///HBA1	3040///3039	0.000924870541705877	1.77270289711453e-05	3.70404864155556
